iter	Passed	Remaining
946	219	12
947	220	12
948	221	11
949	221	11
950	222	11
951	222	11
952	222	10
953	223	10
954	224	10
955	224	10
956	224	10
957	224	9
958	225	9
959	225	9
960	225	9
961	225	8
962	225	8
963	225	8
964	225	8
965	226	7
966	226	7
967	226	7
968	226	7
969	226	7
970	226	6
971	226	6
972	227	6
973	227	6
974	227	5
975	227	5
976	228	5
977	228	5
978	228	4
979	229	4
980	230	4
981	231	4
982	231	4
983	232	3
984	233	3
985	233	3
986	234	3
987	234	2
988	234	2
989	234	2
990	234	2
991	234	1
992	234	1
993	234	1
994	235	1
995	235	0
996	235	0
997	235	0
998	235	0
999	235	0
