date,Casual,Member
2011-07-23,986,2255
2011-07-24,1049,2513
2011-07-25,566,3224
2011-07-26,749,3761
2011-07-27,753,3849
2011-07-28,606,3740
2011-07-29,669,3150
2011-07-30,1559,2858
2011-07-31,1523,2739
2011-08-01,729,3487
2011-08-02,800,4004
2011-08-03,467,3062
2011-08-04,799,3730
2011-08-05,1023,3795
2011-08-06,1519,2726
2011-08-07,1296,2441
2011-08-08,845,3431
2011-08-09,908,3642
2011-08-10,884,3826
2011-08-11,811,3926
2011-08-12,1049,3799
2011-08-13,1499,2586
2011-08-14,1337,2437
2011-08-15,774,3507
2011-08-16,721,3952
2011-08-17,668,3974
2011-08-18,639,3117
2011-08-19,797,3305
2011-08-20,1914,3190
2011-08-21,1247,2562
2011-08-22,831,3868
2011-08-23,1268,4550
2011-08-24,941,4123
2011-08-25,435,3055
2011-08-26,768,3839
2011-08-27,225,880
2011-08-28,1414,2875
2011-08-29,729,3847
2011-08-30,772,4376
2011-08-31,688,4310
2011-09-01,783,4276
2011-09-02,873,3809
2011-09-03,1933,2493
2011-09-04,2522,2379
2011-09-05,1236,2074
2011-09-06,204,2462
2011-09-07,118,1846
2011-09-08,153,1657
2011-09-09,417,3093
2011-09-10,1749,3521
2011-09-11,1633,3324
2011-09-12,688,3950
2011-09-13,701,4012
2011-09-14,646,4090
2011-09-15,428,3184
2011-09-16,741,3952
2011-09-17,1431,3031
2011-09-18,1353,2875
2011-09-19,688,3779
2011-09-20,437,3156
2011-09-21,537,3768
2011-09-22,555,4188
2011-09-23,258,2109
2011-09-24,1777,3576
2011-09-25,1544,3416
2011-09-26,681,3906
2011-09-27,476,3593
2011-09-28,481,3396
2011-09-29,653,4140
2011-09-30,830,4320
2011-10-01,476,1926
2011-10-02,616,2268
2011-10-03,330,3199
2011-10-04,485,3920
2011-10-05,559,4212
2011-10-06,639,4078
2011-10-07,949,3976
2011-10-08,2233,3104
2011-10-09,2397,3048
2011-10-10,1513,3539
2011-10-11,666,3837
2011-10-12,217,2175
2011-10-13,290,2592
2011-10-14,528,3064
2011-10-15,1896,3240
2011-10-16,1748,3223
2011-10-17,713,3806
2011-10-18,635,4064
2011-10-19,254,2144
2011-10-20,471,3681
2011-10-21,676,3582
2011-10-22,1499,2749
2011-10-23,1619,2707
2011-10-24,698,3444
2011-10-25,694,3936
2011-10-26,404,3452
2011-10-27,240,2389
2011-10-28,455,3253
2011-10-29,57,562
2011-10-30,885,2403
2011-10-31,362,3271
2011-11-01,410,3628
2011-11-02,367,3769
2011-11-03,317,3597
2011-11-04,470,3533
2011-11-05,1154,2733
2011-11-06,952,2659
2011-11-07,373,3602
2011-11-08,376,3773
2011-11-09,305,3752
2011-11-10,190,2713
2011-11-11,440,2897
2011-11-12,1275,2758
2011-11-13,1004,2680
2011-11-14,594,3833
2011-11-15,449,3712
2011-11-16,145,1660
2011-11-17,139,2886
2011-11-18,243,3113
2011-11-19,941,2679
2011-11-20,787,2685
2011-11-21,220,2510
2011-11-22,69,1518
2011-11-23,112,2423
2011-11-24,559,918
2011-11-25,1095,1677
2011-11-26,1249,1776
2011-11-27,808,2221
2011-11-28,253,3559
2011-11-29,96,2791
2011-11-30,187,3389
2011-12-01,182,3500
2011-12-02,268,3633
2011-12-03,705,2857
2011-12-04,633,2808
2011-12-05,233,3511
2011-12-06,126,2437
2011-12-07,50,648
2011-12-08,150,3145
2011-12-09,259,3324
2011-12-10,502,2658
2011-12-11,376,2337
2011-12-12,143,3121
2011-12-13,154,3327
2011-12-14,178,3515
2011-12-15,180,3490
2011-12-16,178,3359
2011-12-17,275,2435
2011-12-18,220,2182
2011-12-19,259,3107
2011-12-20,216,3498
2011-12-21,107,2533
2011-12-22,227,2801
2011-12-23,163,2019
2011-12-24,154,840
2011-12-25,303,439
2011-12-26,429,864
2011-12-27,103,1049
2011-12-28,255,2020
2011-12-29,254,2149
2011-12-30,491,2476
2011-12-31,665,1792
2018-10-01,1572,10937
2018-10-02,1737,11906
2018-10-03,1587,12143
2018-10-04,1584,11715
2018-10-05,2166,11407
2018-10-06,4164,9137
2018-10-07,4517,9017
2018-10-08,2882,9483
2018-10-09,1658,10591
2018-10-10,1616,11457
2018-10-11,648,6324
2018-10-12,2221,11000
2018-10-13,2997,8293
2018-10-14,1931,6108
2018-10-15,959,7562
2018-10-16,1128,10613
2018-10-17,1368,11275
2018-10-18,1325,10254
2018-10-19,1812,10148
2018-10-20,3166,8224
2018-10-21,1691,6015
2018-10-22,1199,9002
2018-10-23,1180,10552
2018-10-24,986,10015
2018-10-25,1044,9296
2018-10-26,738,6742
2018-10-27,774,3950
2018-10-28,2039,6541
2018-10-29,931,8935
2018-10-30,966,10398
2018-10-31,1038,10357
2017-04-01,4509,5812
2017-04-02,6954,6760
2017-04-03,2512,8356
2017-04-04,2921,9745
2017-04-05,3191,10354
2017-04-06,583,5770
2017-04-07,996,6600
2017-04-08,6217,6291
2017-04-09,7917,7216
2017-04-10,4282,9460
2017-04-11,4858,10513
2017-04-12,3735,10353
2017-04-13,4859,10575
2017-04-14,6530,9508
2017-04-15,10173,6723
2017-04-16,7474,5655
2017-04-17,2633,7645
2017-04-18,3406,10346
2017-04-19,2303,9390
2017-04-20,3306,8967
2017-04-21,4349,9192
2017-04-22,1330,3155
2017-04-23,4902,5842
2017-04-24,581,5103
2017-04-25,733,7233
2017-04-26,1881,10088
2017-04-27,2990,10797
2017-04-28,4237,10154
2017-04-29,7154,7258
2017-04-30,6724,6889
2017-05-01,2304,8678
2017-05-02,2518,10794
2017-05-03,2482,10449
2017-05-04,2195,9656
2017-05-05,1511,5752
2017-05-06,1769,4073
2017-05-07,3801,5812
2017-05-08,2330,9082
2017-05-09,2266,10103
2017-05-10,2760,10769
2017-05-11,320,3327
2017-05-12,1395,5818
2017-05-13,2843,5334
2017-05-14,6161,6705
2017-05-15,3058,9522
2017-05-16,2829,10811
2017-05-17,2480,10299
2017-05-18,2606,9798
2017-05-19,3533,9894
2017-05-20,6994,6801
2017-05-21,5096,6005
2017-05-22,2180,6926
2017-05-23,2080,8442
2017-05-24,2281,9661
2017-05-25,1167,5547
2017-05-26,4224,9367
2017-05-27,6531,4944
2017-05-28,6180,4008
2017-05-29,6971,5960
2017-05-30,2245,8058
2017-05-31,2653,9519
2017-06-01,3066,10589
2017-06-02,3798,10312
2017-06-03,6514,7384
2017-06-04,5808,6826
2017-06-05,2026,8614
2017-06-06,3125,11014
2017-06-07,2223,10339
2017-06-08,3234,10718
2017-06-09,4290,10285
2017-06-10,7360,7317
2017-06-11,5248,6587
2017-06-12,2901,9404
2017-06-13,2636,9898
2017-06-14,2820,10387
2017-06-15,3447,10396
2017-06-16,3285,9180
2017-06-17,6206,6987
2017-06-18,5131,6030
2017-06-19,2298,7125
2017-06-20,3173,10804
2017-06-21,2968,11042
2017-06-22,3127,10372
2017-06-23,3286,9232
2017-06-24,6915,7406
2017-06-25,6402,7219
2017-06-26,3842,10550
2017-06-27,3532,11483
2017-06-28,3416,11477
2017-06-29,3168,10777
2017-06-30,3783,9969
2014-07-01,1898,8604
2014-07-02,1691,7874
2014-07-03,1925,6673
2014-07-04,5997,5900
2014-07-05,7096,5730
2014-07-06,4972,5954
2014-07-07,2111,7942
2014-07-08,1383,7160
2014-07-09,1516,7283
2014-07-10,1543,7146
2014-07-11,2546,8683
2014-07-12,4894,6618
2014-07-13,3471,5870
2014-07-14,1885,6654
2014-07-15,1374,6478
2014-07-16,2282,9026
2014-07-17,2589,9021
2014-07-18,3126,8531
2014-07-19,5247,6517
2014-07-20,4664,6141
2014-07-21,2852,8177
2014-07-22,2612,8580
2014-07-23,2191,8030
2014-07-24,2398,8292
2014-07-25,3619,8692
2014-07-26,5559,6424
2014-07-27,4158,5847
2014-07-28,2621,8067
2014-07-29,2570,8788
2014-07-30,2477,8882
2014-07-31,2496,8486
2014-08-01,2210,7641
2014-08-02,5216,5621
2014-08-03,3925,5899
2014-08-04,2939,7948
2014-08-05,2546,8170
2014-08-06,2603,8348
2014-08-07,2579,8484
2014-08-08,3326,7948
2014-08-09,4724,5632
2014-08-10,4958,5721
2014-08-11,2776,6836
2014-08-12,880,5090
2014-08-13,2532,8350
2014-08-14,2660,8346
2014-08-15,3481,8461
2014-08-16,5827,6424
2014-08-17,4385,6203
2014-08-18,2514,8200
2014-08-19,1865,8665
2014-08-20,1928,7222
2014-08-21,2019,7716
2014-08-22,2205,8039
2014-08-23,2045,4386
2014-08-24,3841,6951
2014-08-25,2145,8599
2014-08-26,1921,8953
2014-08-27,2078,9060
2014-08-28,2016,9045
2014-08-29,2847,8765
2014-08-30,4945,5269
2014-08-31,4547,4393
2014-09-01,3306,4997
2014-09-02,1403,7220
2014-09-03,1417,8995
2014-09-04,1561,9269
2014-09-05,1859,9147
2014-09-06,2781,6534
2014-09-07,3622,7607
2014-09-08,1728,8649
2014-09-09,1471,9507
2014-09-10,1403,9830
2014-09-11,1325,9672
2014-09-12,2193,9986
2014-09-13,2147,6060
2014-09-14,4086,7825
2014-09-15,1861,9487
2014-09-16,1905,10229
2014-09-17,1693,9940
2014-09-18,1447,10060
2014-09-19,2019,9836
2014-09-20,4472,8205
2014-09-21,3421,7316
2014-09-22,1563,9439
2014-09-23,1367,10225
2014-09-24,1112,8197
2014-09-25,518,6127
2014-09-26,2251,9880
2014-09-27,4422,8204
2014-09-28,3605,7299
2014-09-29,1587,9040
2014-09-30,1416,10192
2018-06-01,3418,10599
2018-06-02,4076,7092
2018-06-03,451,1652
2018-06-04,3666,11097
2018-06-05,2673,11472
2018-06-06,2973,11928
2018-06-07,3590,12116
2018-06-08,4360,11198
2018-06-09,5568,8141
2018-06-10,4611,7331
2018-06-11,2123,8688
2018-06-12,3629,12189
2018-06-13,3077,11650
2018-06-14,3539,11833
2018-06-15,4317,11500
2018-06-16,6391,8794
2018-06-17,4712,7351
2018-06-18,2783,9772
2018-06-19,2059,9976
2018-06-20,2102,9859
2018-06-21,3001,10895
2018-06-22,994,5544
2018-06-23,3915,7275
2018-06-24,4821,7744
2018-06-25,3138,11009
2018-06-26,3025,11749
2018-06-27,2380,10537
2018-06-28,3065,11771
2018-06-29,3582,10455
2018-06-30,4976,8106
2016-01-01,999,2221
2016-01-02,1522,3399
2016-01-03,1242,3723
2016-01-04,274,4859
2016-01-05,249,4601
2016-01-06,253,5459
2016-01-07,371,6221
2016-01-08,347,5806
2016-01-09,765,4549
2016-01-10,956,4707
2016-01-11,428,5866
2016-01-12,387,6103
2016-01-13,271,5349
2016-01-14,478,6686
2016-01-15,506,5477
2016-01-16,1436,4472
2016-01-17,606,2794
2016-01-18,142,2357
2016-01-19,57,3855
2016-01-20,64,4257
2016-01-21,71,4157
2016-01-22,62,2923
2016-01-27,3,525
2016-01-28,38,1984
2016-01-29,94,2848
2016-01-30,321,2501
2016-01-31,477,3134
2016-02-01,190,4414
2016-02-02,227,6357
2016-02-03,72,4171
2016-02-04,301,6390
2016-02-05,382,5440
2016-02-06,788,4254
2016-02-07,671,3993
2016-02-08,266,5728
2016-02-09,111,3942
2016-02-10,184,5309
2016-02-11,91,4155
2016-02-12,172,4191
2016-02-13,118,1417
2016-02-14,225,1626
2016-02-15,24,477
2016-02-16,83,3155
2016-02-17,241,5856
2016-02-18,217,5605
2016-02-19,289,5344
2016-02-20,2651,5594
2016-02-21,733,3521
2016-02-22,522,6626
2016-02-23,57,2528
2016-02-24,67,3212
2016-02-25,169,6161
2016-02-26,146,5199
2016-02-27,982,4450
2016-02-28,2792,5940
2016-02-29,647,7181
2016-03-01,686,7902
2016-03-02,210,5708
2016-03-03,251,5651
2016-03-04,273,5072
2016-03-05,1109,4225
2016-03-06,1539,4360
2016-03-07,1479,7524
2016-03-08,1670,8888
2016-03-09,1925,9289
2016-03-10,1910,9044
2016-03-11,2290,8929
2016-03-12,3962,6466
2016-03-13,1426,3768
2016-03-14,870,6801
2016-03-15,1015,7543
2016-03-16,3953,9403
2016-03-17,1786,8887
2016-03-18,2561,8868
2016-03-19,496,2731
2016-03-20,763,3769
2016-03-21,838,6742
2016-03-22,1410,8353
2016-03-23,2380,9960
2016-03-24,3139,10224
2016-03-25,3274,8938
2016-03-26,7027,7089
2016-03-27,3745,4819
2016-03-28,1485,6945
2016-03-29,1658,8563
2016-03-30,2050,8823
2016-03-31,1950,9079
2018-09-01,4083,6749
2018-09-02,5892,8339
2018-09-03,3730,7076
2018-09-04,1351,9574
2018-09-05,1415,11145
2018-09-06,1548,11138
2018-09-07,1323,8094
2018-09-08,1781,6165
2018-09-09,422,2378
2018-09-10,1146,8822
2018-09-11,1475,10629
2018-09-12,1425,10957
2018-09-13,1498,11083
2018-09-14,1884,10980
2018-09-15,3835,9506
2018-09-16,3198,8710
2018-09-17,559,6385
2018-09-18,1036,9589
2018-09-19,1805,11895
2018-09-20,1919,11700
2018-09-21,2120,10594
2018-09-22,4138,9687
2018-09-23,446,2340
2018-09-24,490,5841
2018-09-25,923,9352
2018-09-26,1194,10006
2018-09-27,579,6176
2018-09-28,2120,10889
2018-09-29,4551,10050
2018-09-30,3445,8620
2013-01-01,421,1543
2013-01-02,284,3389
2013-01-03,297,3547
2013-01-04,297,3781
2013-01-05,509,3007
2013-01-06,585,3166
2013-01-07,332,4409
2013-01-08,442,4832
2013-01-09,356,4754
2013-01-10,359,5023
2013-01-11,254,3840
2013-01-12,1239,4334
2013-01-13,834,3280
2013-01-14,444,4579
2013-01-15,224,2673
2013-01-16,197,3280
2013-01-17,361,4408
2013-01-18,340,4132
2013-01-19,1199,3719
2013-01-20,1656,4043
2013-01-21,1026,3500
2013-01-22,89,2842
2013-01-23,69,3115
2013-01-24,20,2405
2013-01-25,44,2310
2013-01-26,179,2560
2013-01-27,263,2726
2013-01-28,65,2647
2013-01-29,321,5470
2013-01-30,182,4460
2013-01-31,120,4205
2013-02-01,84,3077
2013-02-02,233,2217
2013-02-03,185,2370
2013-02-04,122,3797
2013-02-05,151,4427
2013-02-06,179,4692
2013-02-07,175,4263
2013-02-08,146,3205
2013-02-09,424,3004
2013-02-10,501,3075
2013-02-11,151,4071
2013-02-12,281,5342
2013-02-13,171,3362
2013-02-14,355,4762
2013-02-15,683,4632
2013-02-16,679,2526
2013-02-17,483,2004
2013-02-18,534,2786
2013-02-19,163,3769
2013-02-20,190,4162
2013-02-21,187,3922
2013-02-22,123,3403
2013-02-23,211,2336
2013-02-24,846,3479
2013-02-25,331,4617
2013-02-26,149,2593
2013-02-27,363,5025
2013-02-28,296,4788
2013-03-01,329,4557
2013-03-02,674,3033
2013-03-03,475,2573
2013-03-04,311,4101
2013-03-05,444,4737
2013-03-06,79,1046
2013-03-07,315,4691
2013-03-08,410,4425
2013-03-09,2168,4600
2013-03-10,2328,4436
2013-03-11,1026,5013
2013-03-12,449,3796
2013-03-13,625,5068
2013-03-14,440,4386
2013-03-15,1201,5129
2013-03-16,1811,4357
2013-03-17,982,2960
2013-03-18,248,2499
2013-03-19,674,5268
2013-03-20,556,5250
2013-03-21,308,4200
2013-03-22,682,4725
2013-03-23,2473,4006
2013-03-24,1109,2748
2013-03-25,84,1828
2013-03-26,647,4936
2013-03-27,646,5154
2013-03-28,699,4884
2013-03-29,1968,5416
2013-03-30,5006,4592
2013-03-31,1401,2384
