iter	Logloss
627	0.169769441
628	0.1695486434
629	0.1692694062
630	0.1690841423
631	0.1688821257
632	0.1687101667
633	0.168524387
634	0.1683992536
635	0.1681195836
636	0.1680061352
637	0.1677663377
638	0.1675891487
639	0.1673379722
640	0.167163394
641	0.1668920788
642	0.1668437753
643	0.1666710884
644	0.1664083655
645	0.1661615321
646	0.1659522336
647	0.1657564513
648	0.1655458296
649	0.165410763
650	0.1651987421
651	0.165105758
652	0.164949418
653	0.1649187955
654	0.164695235
655	0.164351531
656	0.1642697694
657	0.164156699
658	0.1639242105
659	0.1637402452
660	0.1636042088
661	0.1634840137
662	0.1632009474
663	0.1630670103
664	0.1627991834
665	0.1625191286
666	0.1623285933
667	0.1621282075
668	0.1618199797
669	0.161588033
670	0.1613752884
671	0.161105112
672	0.1608863004
673	0.1606638558
674	0.1604407451
675	0.1602018666
676	0.1599270325
677	0.159709276
678	0.1595891545
679	0.1592293538
680	0.1590757463
681	0.1588273184
682	0.1586159772
683	0.1583887787
684	0.1582020344
685	0.1579416872
686	0.1577071053
687	0.157581703
688	0.1573321845
689	0.1571901453
690	0.1571560177
691	0.1570109011
692	0.1567828266
693	0.156596593
694	0.1563334668
695	0.1561183921
696	0.1558438666
697	0.1556092746
698	0.1554078802
699	0.1551373715
700	0.1549441459
701	0.1548385172
702	0.1545648803
703	0.1543992732
704	0.1542996464
705	0.1540773718
706	0.1538641605
707	0.1536655942
708	0.1535024474
709	0.1532867986
710	0.1530434671
711	0.1528895485
712	0.1527809759
713	0.1525832043
714	0.1524292307
715	0.1523438413
716	0.1522611633
717	0.1520394746
718	0.1519343845
719	0.1517092886
720	0.1516032904
721	0.1514364101
722	0.1512984832
723	0.1511622524
724	0.1510014331
725	0.1507757674
726	0.1505476169
727	0.1504504478
728	0.1503734724
729	0.1502120546
730	0.1500307863
731	0.1498974105
732	0.1498151637
733	0.1496781584
734	0.1494749894
735	0.1493057351
736	0.1491801891
737	0.1490345525
738	0.1488653278
739	0.1486501744
740	0.1485248838
741	0.1483537474
742	0.1482036308
743	0.1480872065
744	0.1480072229
745	0.1478334471
746	0.1476795631
747	0.147565227
748	0.1474210345
749	0.1472288522
750	0.1469527373
751	0.1467372991
752	0.1466007064
753	0.1463029123
754	0.1462357425
755	0.1461013513
756	0.1459059309
757	0.1457434749
758	0.1456161687
759	0.1454794001
760	0.1453011509
761	0.1450014994
762	0.144825226
763	0.1446303146
764	0.1443890942
765	0.1442738408
766	0.1440378833
767	0.1439001509
768	0.1437148431
769	0.1434715234
770	0.143316394
771	0.1431716148
772	0.1429075814
773	0.142679392
774	0.1424515036
775	0.1422255039
776	0.1421352515
777	0.142046624
778	0.1419812551
779	0.1417649207
780	0.141625122
781	0.1414867851
782	0.1413131809
783	0.1410553717
784	0.1409303567
785	0.1407661438
786	0.1405726916
787	0.1404083807
788	0.1401947838
789	0.1400677921
790	0.1398425533
791	0.1397522612
792	0.1395825215
793	0.1393634487
794	0.1391854405
795	0.1389661157
796	0.1388375607
797	0.1386826689
798	0.13848148
799	0.1383558283
800	0.1381533915
801	0.1379019656
802	0.1377576108
803	0.1376237489
804	0.1374840508
805	0.137397701
806	0.1373373794
807	0.1371574157
808	0.1369820089
809	0.1368548955
810	0.1366752758
811	0.1363931767
812	0.1362567328
813	0.1361065351
814	0.1359370575
815	0.1357127234
816	0.1355505319
817	0.1353959175
818	0.1353080137
819	0.1351156641
820	0.1349320336
821	0.1348288076
822	0.1345582761
823	0.1343729809
824	0.134281708
825	0.1341575181
826	0.1339130131
827	0.1337273129
828	0.1335906044
829	0.1334456586
830	0.1333046272
831	0.1330828134
832	0.1328939639
833	0.1327799567
834	0.1327688178
835	0.1326840676
836	0.1325726923
837	0.1324324244
838	0.1322853895
839	0.1321402416
840	0.1320349451
841	0.1318063508
842	0.1316667457
843	0.1315386634
844	0.1314643419
845	0.1314035231
846	0.1313246505
847	0.131177619
848	0.1309506454
849	0.1308348526
850	0.1306360656
851	0.130455455
852	0.130342306
853	0.1301437227
854	0.1299570486
855	0.1298079922
856	0.1296058648
857	0.1294006422
858	0.1292346099
859	0.129079303
860	0.1288924268
861	0.1287012726
862	0.1286394791
863	0.1285638556
864	0.1284047112
865	0.1283047893
866	0.1280817757
867	0.1279457833
868	0.1278690911
869	0.1277469904
870	0.1276208543
871	0.1275361607
872	0.1274069598
873	0.1272871841
874	0.127220147
875	0.1270079258
876	0.126872723
877	0.126723336
878	0.1266221628
879	0.1264711018
880	0.1261759244
881	0.1259793711
882	0.1259259628
883	0.1257992594
884	0.1256588757
885	0.1254685348
886	0.1252452473
887	0.1251590286
888	0.1249651605
889	0.1248173426
890	0.1247288276
891	0.1246119881
892	0.1245328239
893	0.1243762902
894	0.1242521494
895	0.1241010884
896	0.1240368025
897	0.1239070689
898	0.1237753021
899	0.1236536114
900	0.1234485139
901	0.1232528619
902	0.1230351756
903	0.1228824626
904	0.122723248
905	0.1225921896
906	0.1224630226
907	0.1223823466
908	0.12220003
909	0.1220863314
910	0.1219021733
911	0.1217890521
912	0.1216824241
913	0.1215026091
914	0.121422361
915	0.1213201386
916	0.1211704819
917	0.1210624056
918	0.1208727689
919	0.1207698626
920	0.1206332014
921	0.1204172998
922	0.1203380096
923	0.1202611593
924	0.1201550935
925	0.1199663903
926	0.1198441306
927	0.1196483112
928	0.1194357948
929	0.119284142
930	0.1191349123
931	0.118909928
932	0.1187692027
933	0.1185972065
934	0.1184848412
935	0.1183494701
936	0.1182821414
937	0.1181757712
938	0.1179891537
939	0.1178665685
940	0.1177480407
941	0.1175817733
942	0.1174213861
943	0.117254838
944	0.1171851014
945	0.1171181202
946	0.1170235712
947	0.1169176372
948	0.1167248022
949	0.1166452863
950	0.1166176187
951	0.1164944891
952	0.11630753
953	0.1161600411
954	0.1160680825
955	0.1159507687
956	0.1158432487
957	0.1156629476
958	0.1155338194
959	0.1153383669
960	0.1151415854
961	0.1150587696
962	0.1149405114
963	0.1148643434
964	0.114759665
965	0.1146657983
966	0.1145398854
967	0.1144285785
968	0.114269473
969	0.1141001299
970	0.1140536247
971	0.1138864544
972	0.1137669171
973	0.1136238736
974	0.1135235137
975	0.113451912
976	0.1133901904
977	0.1132624166
978	0.113152367
979	0.1130190741
980	0.1129380016
981	0.1127928106
982	0.1126553268
983	0.1124035095
984	0.1122337571
985	0.1121706641
986	0.1120351731
987	0.111935788
988	0.1118528014
989	0.1117408749
990	0.1116421586
991	0.1115615613
992	0.1115098084
993	0.1113944468
994	0.1113408457
995	0.1112835559
996	0.1111131323
997	0.1109929431
998	0.1108611213
999	0.1106997449
