iter	Passed	Remaining
0	0	317
1	0	245
2	0	213
3	0	195
4	0	191
5	1	181
6	1	173
7	1	168
8	1	163
9	1	160
10	1	156
11	1	155
12	2	155
13	2	153
14	2	152
15	2	150
16	2	149
17	2	148
18	2	147
19	2	146
20	3	145
21	3	145
22	3	144
23	3	144
24	3	143
25	3	144
26	3	143
27	4	142
28	4	142
29	4	141
30	4	140
31	4	140
32	4	140
33	4	140
34	5	139
35	5	139
36	5	139
37	5	138
38	5	138
39	5	138
40	5	137
41	6	137
42	6	137
43	6	136
44	6	136
45	6	136
46	6	136
47	6	135
48	6	135
49	7	135
50	7	135
51	7	134
52	7	135
53	7	135
54	7	135
55	7	134
56	8	134
57	8	134
58	8	135
59	8	136
60	8	137
61	9	137
62	9	137
63	9	137
64	9	138
65	9	137
66	9	137
67	10	137
68	10	138
69	10	138
70	10	139
71	10	139
72	10	139
73	11	139
74	11	139
75	11	139
76	11	138
77	11	138
78	11	138
79	12	138
80	12	137
81	12	137
82	12	139
83	12	140
84	13	140
85	13	141
86	13	141
87	13	141
88	13	141
89	14	141
90	14	141
91	14	142
92	14	142
93	14	142
94	14	141
95	15	141
96	15	141
97	15	140
98	15	142
99	15	142
100	15	142
101	16	142
102	16	143
103	16	142
104	16	142
105	16	142
106	16	141
107	17	142
108	17	143
109	17	143
110	17	143
111	18	142
112	18	142
113	18	142
114	18	142
115	18	142
116	18	141
117	18	141
118	19	141
119	19	141
120	19	140
121	19	140
122	19	140
123	19	139
124	19	139
125	20	139
126	20	138
127	20	138
128	20	138
129	20	138
130	20	137
131	20	137
132	21	137
133	21	137
134	21	137
135	21	137
136	21	136
137	21	137
138	22	137
139	22	137
140	22	137
141	22	137
142	23	137
143	23	137
144	23	137
145	23	137
146	23	137
147	23	137
148	23	136
149	24	136
150	24	136
151	24	136
152	24	135
153	24	135
154	24	135
155	24	134
156	25	134
157	25	135
158	26	139
159	27	142
160	27	144
161	28	145
162	28	146
163	28	146
164	29	147
165	29	147
166	29	148
167	29	148
168	30	148
169	30	147
170	30	147
171	30	148
172	31	150
173	32	152
174	32	152
175	32	152
176	33	154
177	33	155
178	33	155
179	34	155
180	34	155
181	34	154
182	34	154
183	34	154
184	34	153
185	35	153
186	35	153
187	35	152
188	35	152
189	35	152
190	35	152
191	36	154
192	37	155
193	37	155
194	37	155
195	37	154
196	37	154
197	37	153
198	38	153
199	38	154
200	39	155
201	39	155
202	39	155
203	39	154
204	39	154
205	39	154
206	40	153
207	40	153
208	40	152
209	40	152
210	40	151
211	41	152
212	41	154
213	42	155
214	43	157
215	43	157
216	43	157
217	43	157
218	44	157
219	44	157
220	44	157
221	45	158
222	45	159
223	46	161
224	47	163
225	48	165
226	48	165
227	48	165
228	49	166
229	49	166
230	50	167
231	50	168
232	51	169
233	51	170
234	52	171
235	53	173
236	54	174
237	54	173
238	54	173
239	54	173
240	54	172
241	54	172
242	55	172
243	55	172
244	55	171
245	55	171
246	56	170
247	56	170
248	56	170
249	56	169
250	56	169
251	56	168
252	56	168
253	57	167
254	57	167
255	57	166
256	57	166
257	57	166
258	57	165
259	58	165
260	58	164
261	58	164
262	58	163
263	58	163
264	58	162
265	58	162
266	59	162
267	59	161
268	59	161
269	59	160
270	59	160
271	59	160
272	60	159
273	60	159
274	60	159
275	60	158
276	60	158
277	60	158
278	60	157
279	61	157
280	61	156
281	61	156
282	61	156
283	61	155
284	61	155
285	62	155
286	62	154
287	62	154
288	62	153
289	62	153
290	62	153
291	62	152
292	63	152
293	63	151
294	63	151
295	63	151
296	63	150
297	63	150
298	64	150
299	64	149
300	64	149
301	64	149
302	64	149
303	65	150
304	66	150
305	66	150
306	66	150
307	66	150
308	67	150
309	67	150
310	67	150
311	68	150
312	68	149
313	68	149
314	68	148
315	68	148
316	69	149
317	69	149
318	70	149
319	70	150
320	71	150
321	71	150
322	72	151
323	72	151
324	72	151
325	73	152
326	73	152
327	74	152
328	75	153
329	75	153
330	76	154
331	77	155
332	77	154
333	77	154
334	77	154
335	78	154
336	78	155
337	79	155
338	79	155
339	80	156
340	80	155
341	80	155
342	80	154
343	80	154
344	81	154
345	81	154
346	81	154
347	82	153
348	82	153
349	82	152
350	82	152
351	82	152
352	83	152
353	83	153
354	84	153
355	84	153
356	85	153
357	85	153
358	86	153
359	86	153
360	86	153
361	87	153
362	87	153
363	87	152
364	87	152
365	87	152
366	87	151
367	88	151
368	88	152
369	89	152
370	89	151
371	89	151
372	89	151
373	90	150
374	90	150
375	90	150
376	91	150
377	91	149
378	91	149
379	91	149
380	91	148
381	91	148
382	91	147
383	91	147
384	92	147
385	92	146
386	92	146
387	92	146
388	92	145
389	92	145
390	93	145
391	94	146
392	94	145
393	94	145
394	94	145
395	95	145
396	95	145
397	95	144
398	96	144
399	96	144
400	96	144
401	96	143
402	96	143
403	97	143
404	97	143
405	97	142
406	98	143
407	98	143
408	99	143
409	99	143
410	99	143
411	100	143
412	100	143
413	101	143
414	101	143
415	102	143
416	102	143
417	102	143
418	103	143
419	103	143
420	104	143
421	104	143
422	104	142
423	104	142
424	105	142
425	106	142
426	106	142
427	106	142
428	106	142
429	106	141
430	107	141
431	107	140
432	107	140
433	107	140
434	108	140
435	109	141
436	109	140
437	109	140
438	109	140
439	109	139
440	110	139
441	110	139
442	110	139
443	111	139
444	111	138
445	111	138
446	111	137
447	111	137
448	111	137
449	111	136
450	112	136
451	112	136
452	112	135
453	113	136
454	113	136
455	114	136
456	114	136
457	114	135
458	115	135
459	115	135
460	115	134
461	115	134
462	116	134
463	116	134
464	116	133
465	116	133
466	116	133
467	116	132
468	116	132
469	116	131
470	117	131
471	118	132
472	118	132
473	119	132
474	119	132
475	119	132
476	120	131
477	120	131
478	120	130
479	120	130
480	120	130
481	121	130
482	121	130
483	122	130
484	122	130
485	123	130
486	123	129
487	123	129
488	124	129
489	124	129
490	124	129
491	124	128
492	124	128
493	124	127
494	125	127
495	126	128
496	126	128
497	126	127
498	127	128
499	128	128
500	128	128
501	128	127
502	129	127
503	129	127
504	129	126
505	129	126
506	129	126
507	129	125
508	130	125
509	130	125
510	130	124
511	130	124
512	130	124
513	130	123
514	130	123
515	131	122
516	131	122
517	131	122
518	131	121
519	131	121
520	131	121
521	131	120
522	132	120
523	132	120
524	132	119
525	132	119
526	132	119
527	132	118
528	133	118
529	133	118
530	133	117
531	133	117
532	133	117
533	133	116
534	134	116
535	134	116
536	134	115
537	134	115
538	134	115
539	134	114
540	134	114
541	135	114
542	135	113
543	135	113
544	135	113
545	135	112
546	135	112
547	135	112
548	136	111
549	136	111
550	136	111
