iter	MultiClass
127	0.4560227875
128	0.454981513
129	0.4542639359
130	0.4528582649
131	0.4517149766
132	0.4504874132
133	0.4493539196
134	0.448447023
135	0.4476437733
136	0.4464379766
137	0.4459407028
138	0.4452447912
139	0.4441715436
140	0.4431714794
141	0.4426831518
142	0.4416733589
143	0.4411093249
144	0.4403834062
145	0.4395157563
146	0.4385063449
147	0.4375985189
148	0.4365355052
149	0.4356465249
150	0.4345903981
151	0.4338789483
152	0.4331360338
153	0.4322522156
154	0.4312157666
155	0.4304221577
156	0.4296850723
157	0.4290520799
158	0.4282183473
159	0.4274438787
160	0.4266488686
161	0.4257191452
162	0.424999543
163	0.4241213948
164	0.4232028776
165	0.4224024648
166	0.4217364049
167	0.4207889799
168	0.4201408251
169	0.4197207174
170	0.4191174176
171	0.4186692714
172	0.4179785785
173	0.41739547
174	0.4165371049
175	0.4158985325
176	0.4152590615
177	0.4144683093
178	0.4137755362
179	0.4131112643
180	0.4124501914
181	0.4114823147
182	0.4108884434
183	0.4102545712
184	0.4093205492
185	0.4085010084
186	0.4081317271
187	0.4074515678
188	0.4068796861
189	0.4062620876
190	0.4056875851
191	0.405026321
192	0.4045923886
193	0.4040139473
194	0.4037197552
195	0.4030012128
196	0.4026429874
197	0.4019764593
198	0.4013791956
199	0.4006712368
200	0.4000925277
201	0.3993452897
202	0.3989696642
203	0.3982294575
204	0.3976676968
205	0.3969912649
206	0.3963784293
207	0.395479983
208	0.3948987009
209	0.3944260985
210	0.3938776088
211	0.3931520487
212	0.3927692841
213	0.3922598927
214	0.3914319995
215	0.3910735599
216	0.3904416209
217	0.3896329704
218	0.3890733915
219	0.3884155004
220	0.3879207537
221	0.3876228397
222	0.3868426166
223	0.3861460216
224	0.3854278594
225	0.3848016529
226	0.3844278545
227	0.3837850051
228	0.3831943348
229	0.3826286868
230	0.3820660567
231	0.3815960184
232	0.3808727862
233	0.3804633001
234	0.3799152451
235	0.3793258171
236	0.3788664831
237	0.3783877161
238	0.3781166593
239	0.3774688779
240	0.3769378576
241	0.3764736963
242	0.3758050498
243	0.3755271142
244	0.3751108638
245	0.374895301
246	0.3743228144
247	0.3739909079
248	0.3734713901
249	0.3729674259
250	0.3724175533
251	0.3718120941
252	0.3713349185
253	0.3707485763
254	0.3701884311
255	0.3697708958
256	0.3692950504
257	0.3689067036
258	0.3687873921
259	0.3684290249
260	0.3678732825
261	0.3673105287
262	0.3668603227
263	0.3664603002
264	0.3659840712
265	0.3656069447
266	0.3651127378
267	0.3645999957
268	0.3639789821
269	0.3635591822
270	0.3627879395
271	0.3624387776
272	0.3619829354
273	0.3616082484
274	0.3610475433
275	0.3605931587
276	0.3602426398
277	0.3598216104
278	0.3594993574
279	0.3589646333
280	0.3585738532
281	0.3578906031
282	0.3573479636
283	0.3568464152
284	0.3565933494
285	0.3561098403
286	0.3557766864
287	0.3552251892
288	0.3549035601
289	0.3542850125
290	0.3539830931
291	0.3535508986
292	0.3530808757
293	0.3527601187
294	0.3524202833
295	0.3520780749
296	0.3516364879
297	0.3513261029
298	0.3509589077
299	0.350503357
300	0.3500354095
301	0.3496703698
302	0.3493061163
303	0.3487948189
304	0.3483360053
305	0.3479127612
306	0.3475302445
307	0.3474227519
308	0.3472205169
309	0.3469157772
310	0.3466699752
311	0.3463540465
312	0.3461643632
313	0.3459668151
314	0.3458006468
315	0.345368338
316	0.3448823877
317	0.3446136417
318	0.3442303561
319	0.3438515246
320	0.3432616273
321	0.3429294688
322	0.34251012
323	0.3422555081
324	0.3416021857
325	0.3412195128
326	0.3407930416
327	0.3405745207
328	0.3402556603
329	0.3400447745
330	0.3395282761
331	0.3391832166
332	0.3387910319
333	0.3384876182
334	0.3380097872
335	0.3376097802
336	0.337415163
337	0.3370478932
338	0.3367941139
339	0.3365428057
340	0.3361402667
341	0.3357606656
342	0.3353595635
343	0.3349582287
344	0.3345982404
345	0.3342680079
346	0.3339746173
347	0.3338243622
348	0.3333994639
349	0.3330925895
350	0.3327505965
351	0.3323460842
352	0.3322693455
353	0.3320268755
354	0.3317127602
355	0.3314325782
356	0.3311890742
357	0.3306659211
358	0.3304901531
359	0.3301568824
360	0.3298821957
361	0.3295719409
362	0.3291896971
363	0.3287871933
364	0.3285005565
365	0.3281748766
366	0.3277403473
367	0.3274237699
368	0.3270785951
369	0.3267618532
370	0.3263686295
371	0.3261250475
372	0.3257077793
373	0.3254001072
374	0.3251609321
375	0.3247908671
376	0.3245282811
377	0.32431084
378	0.3239686514
379	0.3237239254
380	0.3235538638
381	0.3233115889
382	0.3229012816
383	0.3226448747
384	0.3222977152
385	0.322030676
386	0.3218978895
387	0.3215339641
388	0.3210631282
389	0.3208799084
390	0.320582891
391	0.3203200969
392	0.320096763
393	0.3196650137
394	0.3194359918
395	0.3191196832
396	0.318776479
397	0.3183800795
398	0.3181261962
399	0.3177835515
400	0.3175958887
401	0.3173720509
402	0.3170917165
403	0.3170169298
404	0.3167159892
405	0.3165231254
406	0.3160641248
407	0.3157439231
408	0.3154853483
409	0.3153107188
410	0.3150884648
411	0.3148415672
412	0.3145757406
413	0.3144379199
414	0.3142834919
415	0.3141391993
416	0.3139399654
417	0.3137481582
418	0.3134998588
419	0.313247774
420	0.3129573107
421	0.3127828631
422	0.3126144848
423	0.3121072887
424	0.3118912321
425	0.3116318554
426	0.3114013887
427	0.3110703529
428	0.3105983424
429	0.3103898441
430	0.3103088636
431	0.3099290351
432	0.3095341645
433	0.3093340037
434	0.3091194126
435	0.3088559513
436	0.3085826776
437	0.3083265992
438	0.3079193194
439	0.3076789705
440	0.3074705912
441	0.3071747148
442	0.3069440099
443	0.3066265212
444	0.3063015383
445	0.3059610637
446	0.305729319
447	0.3054940835
448	0.3053463107
449	0.3051634571
450	0.3050178029
451	0.3046785018
452	0.3042968315
453	0.3040742089
454	0.3036969758
455	0.3033985603
456	0.3031637143
457	0.3029967011
458	0.3026329667
459	0.3024149897
460	0.3022728298
461	0.3018809752
462	0.3016388421
463	0.3012904028
464	0.3009663945
465	0.3007642951
466	0.3005768876
467	0.3001883728
468	0.2999668334
469	0.2998562637
470	0.299627199
471	0.2992163767
472	0.2989777218
473	0.298840305
474	0.2985637973
475	0.2983787085
476	0.2981781644
477	0.2980342064
478	0.2979025215
479	0.2977257693
480	0.2974037585
481	0.297197608
482	0.296905716
483	0.2965902669
484	0.2963554991
485	0.2961672349
486	0.2960104564
487	0.295780801
488	0.295616809
489	0.2954124456
490	0.2951040805
491	0.294988757
492	0.2948203157
493	0.294486615
494	0.2942330769
495	0.2941079616
496	0.2938498839
497	0.2937676247
498	0.2934661322
499	0.2933270788
500	0.2930016272
501	0.29263759
502	0.29240095
503	0.2922896518
504	0.2921307811
505	0.291934998
506	0.2917535988
507	0.2914098304
508	0.2912547541
509	0.2910472075
510	0.2907141071
511	0.2905376193
512	0.2903557126
513	0.2901279704
514	0.2898956361
515	0.2895864292
516	0.2893023253
517	0.2891921183
518	0.2890726115
519	0.2887843076
520	0.2885605389
521	0.2883862798
522	0.2881801456
523	0.2880003015
524	0.2878081139
525	0.2876730492
526	0.2873761448
527	0.2870272045
528	0.2868704691
529	0.2867167607
530	0.2865076858
531	0.28628902
532	0.2861210568
533	0.2859545606
534	0.2858259329
535	0.2856035793
536	0.2855091557
537	0.2852630954
538	0.2849735074
539	0.2847151749
540	0.2845066634
541	0.2843862633
542	0.2842466908
543	0.2838872936
544	0.2836526695
545	0.2834998174
546	0.2833164122
547	0.2831097274
548	0.282931146
549	0.2827432246
550	0.282577146
551	0.2822985891
552	0.2821115133
553	0.2818138539
554	0.2816144533
555	0.2814186407
556	0.2812177013
557	0.2808771518
558	0.280783061
559	0.2805562677
560	0.2803821553
561	0.2801173864
562	0.2798763995
563	0.2797706242
564	0.2795878439
565	0.279301066
566	0.2788957521
567	0.2785803951
568	0.2784038157
569	0.278199041
570	0.277978906
571	0.277776278
572	0.2775543254
573	0.277253042
574	0.2771166511
575	0.2768999661
576	0.2764575054
577	0.2760847175
578	0.275957807
579	0.2757842718
580	0.2756756277
581	0.2754507669
582	0.2750905055
583	0.2748315565
584	0.274479556
585	0.2742997847
586	0.2741651812
587	0.273978132
588	0.273800932
589	0.2736593405
590	0.2734302689
591	0.2732778097
592	0.272959874
593	0.2728287045
594	0.2726573497
595	0.2725521211
596	0.2723922005
597	0.272207642
598	0.2720449804
599	0.2718420028
600	0.2717566104
601	0.2716393916
602	0.2713132288
603	0.271161014
604	0.2709608572
605	0.2707751526
606	0.270571538
607	0.2703884797
608	0.2702506807
609	0.2700760137
610	0.2699024981
611	0.2697174146
612	0.2695666391
613	0.2694924377
614	0.2692903536
615	0.2688854836
616	0.2687295729
617	0.2684030214
618	0.2682204969
619	0.2680237719
620	0.2678217105
621	0.2675726161
622	0.2673728586
623	0.2672368122
624	0.2670392607
625	0.2668968038
626	0.2666974084
627	0.2664682884
628	0.2662887215
629	0.2661253668
630	0.265799911
631	0.2656989491
632	0.2655791121
633	0.2653904948
634	0.2651580131
635	0.2650459887
636	0.2648422655
637	0.2646546804
638	0.2645591966
639	0.2644345538
640	0.2642105399
641	0.2640372115
642	0.2639389755
643	0.2637743919
644	0.263652794
645	0.263384418
646	0.2631090328
647	0.2629458223
648	0.262735913
649	0.2625527651
650	0.262368206
651	0.2621385145
652	0.2620085054
653	0.2618315564
654	0.2616735301
655	0.2616038237
656	0.2614334734
657	0.2611992837
658	0.2609918543
659	0.2608586103
660	0.26067387
661	0.2604497288
662	0.2603049253
663	0.2600679693
664	0.2599282663
665	0.2596166728
666	0.2594426673
667	0.2593253693
668	0.2590669162
669	0.2588877861
670	0.2587367757
671	0.2584758419
672	0.2582930602
673	0.258141899
674	0.2580044086
675	0.2577779475
676	0.2575935891
677	0.2574239716
678	0.2572305459
679	0.2568689801
680	0.2565989092
681	0.2564118917
682	0.2562461576
683	0.2561105952
684	0.2559889661
685	0.2558435421
686	0.2556418417
687	0.2553884852
688	0.2551593687
689	0.2550055108
690	0.2548138731
691	0.2546998584
692	0.2545791107
693	0.2543547637
694	0.2541813693
695	0.2539980959
696	0.2539002922
697	0.2536177529
698	0.2533854699
699	0.2530776184
700	0.2529022553
701	0.2526985693
702	0.2525445711
703	0.2523836626
704	0.2522913889
705	0.2521485095
706	0.2519364382
707	0.2516094801
708	0.2514447982
709	0.2511748539
710	0.2509029131
711	0.250722499
712	0.2506405692
713	0.2504077777
714	0.2502179879
715	0.2501073266
716	0.2500037696
717	0.2498209993
718	0.2497719533
719	0.2496427986
720	0.2495101241
721	0.2493423813
722	0.2492548105
723	0.2491320086
724	0.2490228222
725	0.248761819
726	0.2486020501
727	0.248383991
728	0.2481735026
729	0.247962546
730	0.2477121536
731	0.2475787873
732	0.247486833
733	0.2473376537
734	0.2472017391
735	0.247032034
736	0.2468510332
737	0.2467090676
738	0.246597517
739	0.2464252885
740	0.2461989604
741	0.2460584094
742	0.2459195756
743	0.2457875753
744	0.2456039867
745	0.2454460866
746	0.2452198871
747	0.2450754043
748	0.2448742763
749	0.2445488196
750	0.2443688461
751	0.2442220414
752	0.2441209595
753	0.2440278346
754	0.2438591986
755	0.2437137116
756	0.2435524764
757	0.2434253083
758	0.243298951
759	0.2432054623
760	0.243025046
761	0.2428423549
762	0.2427106088
763	0.2424730743
764	0.2423153835
765	0.2421505321
766	0.2419909338
767	0.2417139752
768	0.2415840773
769	0.2414928498
770	0.2413095977
771	0.2411649123
772	0.2409746433
773	0.2407477945
774	0.2406135649
775	0.2404050029
776	0.24029931
777	0.2401343368
778	0.2399325771
779	0.239694442
780	0.2395462382
781	0.2394428009
782	0.2393536288
783	0.2392429217
784	0.2391510214
785	0.2390434854
786	0.2388422853
787	0.2386356498
788	0.2385084876
789	0.2383723851
790	0.2381829167
791	0.2380028098
792	0.2378934583
793	0.2377490622
794	0.2375096718
795	0.23737954
796	0.2371502041
797	0.2370656627
798	0.2368962235
799	0.2366231064
800	0.2364951324
801	0.2363528801
802	0.2361929909
803	0.2360579427
804	0.2359212997
805	0.2356382227
806	0.235479553
807	0.2353152681
808	0.2352030189
809	0.235141515
810	0.2349999996
811	0.2347130176
812	0.2345961418
813	0.2344439998
814	0.2341678423
815	0.2338748867
816	0.233689532
817	0.2335226516
818	0.2332901555
819	0.2331765009
820	0.2329559994
821	0.2328496081
822	0.2327144276
823	0.2325889232
824	0.2325167034
825	0.2323747796
826	0.2321759226
827	0.2321328087
828	0.2319522173
829	0.2317235673
830	0.2314814982
831	0.2313892401
832	0.2312504061
833	0.2311466862
834	0.2310144318
835	0.2308372108
836	0.2305488527
837	0.2304394521
838	0.2303526022
839	0.2302317655
840	0.2301277009
841	0.2300150348
842	0.2298113495
843	0.2296359352
844	0.229576132
845	0.2294232373
846	0.2292240714
847	0.2291001235
848	0.2288529657
849	0.228669188
850	0.2284702314
851	0.2282960673
852	0.2281741845
853	0.2281042738
854	0.227963092
855	0.227828944
856	0.227755136
857	0.2276316838
858	0.2274241114
859	0.2272785745
860	0.2271785519
861	0.2270592076
862	0.2268653537
863	0.2267682659
864	0.2266740614
865	0.2265163136
866	0.22638995
867	0.2262986206
868	0.2260796282
869	0.2259670541
870	0.2258121977
871	0.2257403309
872	0.2255858998
873	0.225483714
874	0.2253069994
875	0.2252323413
876	0.2251142718
877	0.2248284386
878	0.2247032825
879	0.2246289641
880	0.2245138087
881	0.2243867419
882	0.2242781121
883	0.2241807752
884	0.2240961603
885	0.2239809847
886	0.2239097817
887	0.223651619
888	0.2235450227
889	0.2233826626
890	0.2232205329
891	0.223123206
892	0.2230211865
893	0.2228513447
894	0.2227567313
895	0.2226477228
896	0.2224815418
897	0.2223536003
898	0.2222102602
899	0.2221020523
900	0.2218289508
901	0.2215964944
902	0.2214678737
903	0.2213076371
904	0.2212181394
905	0.2210960878
906	0.2209693009
907	0.2209139816
908	0.2208114015
909	0.2207238579
910	0.2205276949
911	0.220447208
912	0.2202511963
913	0.2200659423
914	0.220003854
915	0.2199046988
916	0.2197917424
917	0.2196962063
918	0.2196248961
919	0.2195655364
920	0.2192525445
921	0.2191954598
922	0.2191036757
923	0.219030725
924	0.2189563223
925	0.2187937199
926	0.2186655501
927	0.218550243
928	0.2182808169
929	0.2181272061
930	0.2179696676
931	0.2178035955
932	0.2176907354
933	0.217647656
934	0.2175780261
935	0.2174452994
936	0.2172217352
937	0.2171285386
938	0.2169562759
939	0.2168484294
940	0.2166952812
941	0.2165650571
942	0.2163817029
943	0.216195112
944	0.2160574853
945	0.2158980159
946	0.2157981158
947	0.2157220291
948	0.2155228439
949	0.2152850769
950	0.2150731676
951	0.2148970325
952	0.2147694393
953	0.2146927921
954	0.2145827973
955	0.214412679
956	0.2142939735
957	0.2141139369
958	0.2139572771
959	0.2138502996
960	0.2137080147
961	0.2136452129
962	0.2135547964
963	0.2134342798
964	0.213355073
965	0.2132486675
966	0.2130923326
967	0.212991666
968	0.2128785217
969	0.2127781582
970	0.2127070845
971	0.2125009682
972	0.2123504221
973	0.2122028381
974	0.2121144464
975	0.2119895261
976	0.2118251803
977	0.2117681008
978	0.2117047293
979	0.2115915635
980	0.2113712567
981	0.2112783029
982	0.2111087676
983	0.2109785564
984	0.2108123148
985	0.2106936518
986	0.2104925091
987	0.2102649763
988	0.2101690385
989	0.2100209819
990	0.2098998476
991	0.2098598174
992	0.2097270055
993	0.2096108827
994	0.2094355971
995	0.2093596393
996	0.2092313385
997	0.2090888307
998	0.2089982396
999	0.2089091899
