iter	Passed	Remaining
335	79	157
336	79	156
337	79	156
338	80	156
339	80	155
340	80	155
341	80	154
342	80	154
343	80	154
344	80	153
345	81	153
346	81	152
347	81	152
348	81	151
349	81	151
350	81	151
351	81	150
352	82	150
353	82	149
354	82	149
355	82	149
356	82	148
357	82	148
358	82	147
359	83	147
360	83	147
361	83	147
362	83	146
363	83	146
364	84	146
365	84	145
366	84	145
367	84	145
368	84	144
369	84	144
370	84	143
371	85	143
372	85	143
373	85	142
374	85	142
375	85	142
376	85	141
377	85	141
378	86	140
379	86	140
380	86	140
381	86	140
382	87	140
383	87	140
384	87	139
385	87	139
386	87	139
387	88	138
388	88	138
389	88	138
390	88	138
391	88	137
392	89	137
393	89	137
394	89	136
395	89	136
396	89	136
397	89	136
398	90	135
399	90	135
400	90	135
401	90	134
402	90	134
403	90	134
404	91	133
405	91	133
406	91	133
407	91	133
408	91	132
409	92	132
410	92	132
411	92	131
412	92	131
413	92	131
414	93	131
415	93	130
416	93	130
417	93	130
418	93	129
419	93	129
420	94	129
421	94	129
422	94	128
423	94	128
424	94	128
425	94	127
426	94	127
427	95	127
428	95	126
429	95	126
430	95	126
431	95	125
432	95	125
433	95	125
434	96	124
435	96	124
436	96	124
437	97	124
438	97	124
439	98	125
440	99	125
441	99	125
442	99	125
443	99	124
444	99	124
445	99	124
446	100	123
447	100	123
448	100	123
449	100	123
450	101	123
451	102	124
452	102	123
453	102	123
454	102	123
455	102	122
456	103	122
457	103	122
458	103	121
459	103	121
460	103	121
461	103	120
462	103	120
463	104	120
464	104	119
465	104	119
466	104	119
467	104	118
468	104	118
469	104	118
470	105	118
471	105	117
472	105	117
473	106	118
474	106	118
475	107	118
476	107	118
477	108	117
478	108	117
479	108	117
480	108	117
481	108	116
482	108	116
483	108	116
484	109	115
485	109	115
486	109	115
487	109	114
488	109	114
489	109	114
490	110	114
491	110	114
492	111	114
493	111	114
494	111	114
495	112	114
496	112	114
497	112	113
498	113	113
499	113	113
500	114	113
501	114	113
502	114	113
503	115	113
504	115	113
505	116	113
506	117	113
507	117	113
508	117	113
509	117	113
510	118	113
511	118	113
512	119	113
513	119	112
514	119	112
515	120	112
516	120	112
517	121	112
518	121	112
519	121	112
520	121	111
521	121	111
522	121	111
523	122	110
524	122	110
525	122	110
526	122	109
527	122	109
528	122	109
529	123	109
530	123	109
531	124	109
532	124	109
533	125	109
534	125	109
535	125	109
536	126	108
537	126	108
538	126	108
539	126	107
540	126	107
541	126	107
542	127	106
543	127	106
544	127	106
545	127	105
546	127	105
547	127	105
548	127	105
549	128	104
550	128	104
551	128	104
552	128	103
553	128	103
554	128	103
555	128	102
556	129	102
557	129	102
558	129	102
559	129	101
560	129	101
561	129	101
562	130	100
563	130	100
564	130	100
565	130	100
566	130	99
567	131	99
568	131	99
569	131	99
570	131	98
571	131	98
572	131	98
573	132	98
574	132	97
575	132	97
576	132	97
577	132	96
578	132	96
579	133	96
580	133	96
581	133	95
582	133	95
583	133	95
584	134	95
585	135	95
586	135	95
587	136	95
588	136	95
589	137	95
590	137	95
591	138	95
592	139	95
593	139	95
594	140	95
595	141	95
596	141	95
597	142	95
598	142	95
599	142	95
600	143	94
601	143	95
602	144	95
603	145	95
604	145	95
605	145	94
606	146	94
607	146	94
608	146	94
609	147	94
610	148	94
611	148	94
612	149	94
613	150	94
614	151	94
615	151	94
616	151	94
617	151	93
618	151	93
619	152	93
620	152	92
621	152	92
622	152	92
623	152	92
624	152	91
625	153	91
626	153	91
627	153	91
628	153	90
629	154	90
630	154	90
631	154	89
632	154	89
633	154	89
634	155	89
635	155	88
636	155	88
637	155	88
638	155	88
639	155	87
640	156	87
641	156	87
642	156	86
643	156	86
644	156	86
645	156	85
646	157	85
647	157	85
648	157	85
649	157	84
650	157	84
651	158	84
652	158	84
653	158	83
654	158	83
655	158	83
656	159	83
657	159	82
658	159	82
659	159	82
660	159	81
661	160	81
662	160	81
663	160	81
664	160	80
665	160	80
666	160	80
667	161	80
668	161	79
669	161	79
670	161	79
671	161	78
672	161	78
673	161	78
674	162	78
675	162	77
676	162	77
677	162	77
678	163	77
679	163	76
680	163	76
681	163	76
682	163	76
683	164	75
684	164	75
685	164	75
686	164	74
687	164	74
688	164	74
689	164	74
690	165	73
691	165	73
692	165	73
693	165	72
694	165	72
695	165	72
696	165	72
697	166	71
698	166	71
699	166	71
700	166	71
701	166	70
702	167	70
703	167	70
704	168	70
705	169	70
706	169	70
707	170	70
708	171	70
709	172	70
710	173	70
711	174	70
712	174	70
713	175	70
714	176	70
715	177	70
716	177	69
717	177	69
718	177	69
719	177	69
720	178	68
721	178	68
722	178	68
723	178	68
724	178	67
725	179	67
726	179	67
727	179	67
728	180	66
729	180	66
730	180	66
731	180	66
732	180	65
733	180	65
734	181	65
735	181	65
736	181	64
737	181	64
738	181	64
739	181	63
740	181	63
741	182	63
742	182	63
743	182	62
744	182	62
745	182	62
746	182	61
747	182	61
748	183	61
749	183	61
750	183	60
751	183	60
752	183	60
753	183	59
754	183	59
755	184	59
756	184	59
757	184	58
758	184	58
759	184	58
760	185	58
761	185	57
762	185	57
763	185	57
764	185	57
765	186	56
766	186	56
767	186	56
768	186	56
769	187	55
770	187	55
771	187	55
772	187	55
773	187	54
774	188	54
775	188	54
776	188	54
777	189	53
778	189	53
779	189	53
780	189	53
781	189	52
782	190	52
783	190	52
784	190	52
785	190	51
786	190	51
787	190	51
788	191	51
789	191	50
790	191	50
791	191	50
792	191	50
793	191	49
794	191	49
795	192	49
796	192	48
797	192	48
798	192	48
799	192	48
800	192	47
801	193	47
802	193	47
803	193	47
804	193	46
805	193	46
806	194	46
807	194	46
808	194	45
809	194	45
810	194	45
811	195	45
812	195	44
813	195	44
814	195	44
815	195	44
816	195	43
817	195	43
818	196	43
819	196	43
820	196	42
821	196	42
822	196	42
823	196	42
824	197	41
825	197	41
826	197	41
827	197	41
828	197	40
829	198	40
830	198	40
831	198	40
832	198	39
833	198	39
834	198	39
835	198	39
836	199	38
837	199	38
838	199	38
839	199	38
840	199	37
841	199	37
842	199	37
843	200	36
844	200	36
845	200	36
846	200	36
847	200	35
848	200	35
849	200	35
850	201	35
851	201	34
852	201	34
853	201	34
854	201	34
855	201	33
856	201	33
857	203	33
858	204	33
859	204	33
860	205	33
861	206	33
862	207	32
863	208	32
864	208	32
865	209	32
866	210	32
867	211	32
868	212	32
869	213	31
870	214	31
871	214	31
872	215	31
873	216	31
874	217	31
875	218	30
876	219	30
877	220	30
878	221	30
879	222	30
880	223	30
881	224	30
882	225	29
883	225	29
884	226	29
885	227	29
886	228	29
887	229	28
888	230	28
889	231	28
890	231	28
891	232	28
892	233	27
893	234	27
894	234	27
895	235	27
896	236	27
897	237	26
898	238	26
899	239	26
900	240	26
901	241	26
902	241	25
903	242	25
904	242	25
905	243	25
906	246	25
907	247	25
908	248	24
909	249	24
910	250	24
911	252	24
912	252	24
913	253	23
914	254	23
915	255	23
916	257	23
917	257	23
918	258	22
919	258	22
920	259	22
921	260	22
922	261	21
923	262	21
924	262	21
925	264	21
926	265	20
927	267	20
928	268	20
929	269	20
930	269	19
931	269	19
932	270	19
933	270	19
934	270	18
935	270	18
936	270	18
937	270	17
938	270	17
939	271	17
940	271	17
941	271	16
942	272	16
943	272	16
944	272	15
945	273	15
946	273	15
947	273	15
948	273	14
949	273	14
950	274	14
951	274	13
952	275	13
953	276	13
954	276	13
955	277	12
956	278	12
957	279	12
958	279	11
959	280	11
960	280	11
961	280	11
962	280	10
963	280	10
964	281	10
965	281	9
966	281	9
967	281	9
968	282	9
969	282	8
970	282	8
971	282	8
972	282	7
973	283	7
974	283	7
975	283	6
976	283	6
977	283	6
978	284	6
979	284	5
980	284	5
981	284	5
982	284	4
983	285	4
984	285	4
985	285	4
986	285	3
987	285	3
988	286	3
989	286	2
990	286	2
991	286	2
992	286	2
993	287	1
994	287	1
995	288	1
996	289	0
997	289	0
998	291	0
999	292	0
