iter	MultiClass
0	0.6892097859
1	0.6856048691
2	0.682049044
3	0.6790245787
4	0.6747164857
5	0.6713220517
6	0.6682014421
7	0.6647765781
8	0.6617152392
9	0.6585204107
10	0.6554341991
11	0.6519520395
12	0.6487285033
13	0.6460061935
14	0.642432966
15	0.6393146796
16	0.6361767531
17	0.6333894749
18	0.6305118388
19	0.6279954659
20	0.6249506218
21	0.6224197595
22	0.6189794408
23	0.6155907452
24	0.612687444
25	0.6107740678
26	0.6081226638
27	0.6061296428
28	0.6037596106
29	0.6017210841
30	0.5992650382
31	0.5964086552
32	0.5942583128
33	0.5914650989
34	0.5886674246
35	0.5861378904
36	0.5839715725
37	0.5816424411
38	0.5802867525
39	0.5780836555
40	0.5762319093
41	0.574495525
42	0.5722329517
43	0.5693643154
44	0.5672416228
45	0.5648999298
46	0.563270716
47	0.5612471751
48	0.5589957171
49	0.5570994812
50	0.5547804538
51	0.5533660048
52	0.551561606
53	0.5501500225
54	0.5486930616
55	0.5467183486
56	0.5443840726
57	0.5424602516
58	0.5403420307
59	0.5383157813
60	0.536492736
61	0.5342970735
62	0.5324542966
63	0.5303501786
64	0.5287136518
65	0.5269179305
66	0.5252784148
67	0.5232320563
68	0.5215921428
69	0.5205831506
70	0.5182994332
71	0.5175330118
72	0.5159581332
73	0.5152612109
74	0.5135453977
75	0.5116713091
76	0.5094460098
77	0.5080589527
78	0.5061807802
79	0.5054152683
80	0.5040038589
81	0.5027367108
82	0.5011550411
83	0.4992297946
84	0.4976272253
85	0.4962632672
86	0.4949786485
87	0.4936146226
88	0.4922726159
89	0.4902602291
90	0.488721553
91	0.487382024
92	0.4862795434
93	0.4852226822
94	0.4834166696
95	0.482060172
96	0.4806396139
97	0.4791408295
98	0.4776239904
99	0.4768181044
100	0.4753321991
101	0.4738875855
102	0.4725046869
103	0.4711136188
104	0.4704759401
105	0.4690974193
106	0.4678043108
107	0.4670262019
108	0.4658686583
109	0.4644041361
110	0.4636532494
111	0.4625079119
112	0.4614398056
113	0.460294353
114	0.4586461776
115	0.4576438485
116	0.456371747
117	0.4554711162
118	0.4544283228
119	0.453326789
120	0.4523124602
121	0.451261622
122	0.4507995087
123	0.4496285176
124	0.4485289317
125	0.4472465684
126	0.4464643711
127	0.4452286759
128	0.4444438815
129	0.443874927
130	0.4426925223
131	0.4412187959
132	0.4401058049
133	0.4393803576
134	0.4379993904
135	0.4369088744
136	0.4359754359
137	0.4354480388
138	0.4345273207
139	0.433516732
140	0.4324157786
141	0.4318648303
142	0.4307737188
143	0.4301633794
144	0.4291838503
145	0.4282600806
146	0.4272313867
147	0.426040815
148	0.4249134193
149	0.4239553753
150	0.4229491129
151	0.4219095545
152	0.421195679
153	0.4203212482
154	0.4198760941
155	0.4190277986
156	0.4182296712
157	0.4176644107
158	0.4171664016
159	0.4165424289
160	0.4156073694
161	0.4146806134
162	0.4138080926
163	0.4127300418
164	0.4118527729
165	0.4107754607
166	0.4098146255
167	0.4091769551
168	0.4080177213
169	0.4074196546
170	0.4068106318
171	0.4062087271
172	0.4051911708
173	0.4047457016
174	0.4038064241
175	0.4029581289
176	0.4021480739
177	0.4013491664
178	0.4004855744
179	0.3998148631
180	0.3989950765
181	0.3982419313
182	0.3975019323
183	0.3966478826
184	0.3959711993
185	0.3950742323
186	0.3944193319
187	0.3936832201
188	0.3929481751
189	0.39200899
190	0.3912327418
191	0.3904497875
192	0.3898109856
193	0.3891443997
194	0.3882254852
195	0.3873644171
196	0.3866869523
197	0.3859839768
198	0.385320677
199	0.3843284455
200	0.3836924237
201	0.382929444
202	0.3824114956
203	0.3815231334
204	0.3807413999
205	0.3801067982
206	0.3794372081
207	0.3789412205
208	0.3780341321
209	0.3775604832
210	0.3768966926
211	0.3760413581
212	0.3755996907
213	0.374856571
214	0.3745805534
215	0.3740502905
216	0.3733428493
217	0.3728652882
218	0.3724446215
219	0.3718972476
220	0.3712663519
221	0.3709401373
222	0.3700206845
223	0.3693752831
224	0.3687267248
225	0.3679623856
226	0.3675058788
227	0.366915852
228	0.3664146891
229	0.366110918
230	0.3655558863
231	0.3650898034
232	0.3644496576
233	0.3638111324
234	0.3630227683
235	0.362570694
236	0.3620282379
237	0.3614248481
238	0.3609514905
239	0.3604217349
240	0.3598392
241	0.3594320048
242	0.3589125595
243	0.3585741946
244	0.3582566355
245	0.3576047681
246	0.35719972
247	0.3568351351
248	0.3562635015
249	0.3555843578
250	0.3549970973
251	0.3544954591
252	0.3539521466
253	0.353325297
254	0.3527286031
255	0.3522837466
256	0.3516624759
257	0.3511427371
258	0.3507843651
259	0.3504571508
260	0.3499412432
